,batch_size,conv,dense,drop,epochs,learning_rate,run_id,runtime_hours,training_loss,validation_loss
173,16,"[100, 100, 100, 100, 100, 1]","[1000, 500, 100, 50]",0.3,4,0.02,4173,0.0671870486111,0.688102443729,0.685983133316
174,16,"[32, 20, 16, 32, 10, 1]","[1000, 500, 100, 50]",0.3,4,0.02,4174,0.0233667008333,0.693645689317,0.693284419605
175,16,"[50, 50, 50, 50, 50, 1]","[1000, 500, 100, 50]",0.3,4,0.05,4175,0.0336769947222,0.693151369265,0.693784976006
176,16,"[25, 25, 25, 25, 25, 1]","[1000, 500, 100, 50]",0.3,4,0.05,4176,0.0239082927778,0.693678792034,0.692230670793
177,16,"[64, 32, 16, 32, 64, 1]","[1000, 500, 100, 50]",0.3,4,0.05,4177,0.0959853622222,0.693884200709,0.693211919921
178,16,"[100, 100, 100, 100, 100, 1]","[1000, 500, 100, 50]",0.3,4,0.05,4178,0.0669415627778,0.693398786443,0.692195282664
179,16,"[32, 20, 16, 32, 10, 1]","[1000, 500, 100, 50]",0.3,4,0.05,4179,0.0198210644444,0.694569184099,0.693046767371
180,16,"[50, 50, 50, 50, 50, 1]","[1000, 500, 100, 50]",0.4,4,0.005,4180,0.0286699488889,0.69295824085,0.693050416878
181,16,"[25, 25, 25, 25, 25, 1]","[1000, 500, 100, 50]",0.4,4,0.005,4181,0.0187787294444,0.693003914186,0.692954398905
182,16,"[64, 32, 16, 32, 64, 1]","[1000, 500, 100, 50]",0.4,4,0.005,4182,1.03057863722,0.693173331022,0.693234823431
183,16,"[100, 100, 100, 100, 100, 1]","[1000, 500, 100, 50]",0.4,4,0.005,4183,1.1054368425,0.693103186573,0.693245232105
184,16,"[32, 20, 16, 32, 10, 1]","[1000, 500, 100, 50]",0.4,4,0.005,4184,0.0496586872222,0.693035621302,0.692755195073
185,16,"[50, 50, 50, 50, 50, 1]","[1000, 500, 100, 50]",0.4,4,0.01,4185,0.0966775877778,0.693012800387,0.69330227375
186,16,"[25, 25, 25, 25, 25, 1]","[1000, 500, 100, 50]",0.4,4,0.01,4186,0.0513586658333,0.693104505539,0.692767732484
187,16,"[64, 32, 16, 32, 64, 1]","[1000, 500, 100, 50]",0.4,4,0.01,4187,0.228254040278,0.693276650565,0.693226168837
188,16,"[100, 100, 100, 100, 100, 1]","[1000, 500, 100, 50]",0.4,4,0.01,4188,0.0630510180556,0.692896633489,0.691936375414
189,16,"[32, 20, 16, 32, 10, 1]","[1000, 500, 100, 50]",0.4,4,0.01,4189,0.0198235072222,0.692352684055,0.692976423672
190,16,"[50, 50, 50, 50, 50, 1]","[1000, 500, 100, 50]",0.4,4,0.02,4190,0.0292972872222,0.693046470199,0.692778173515
191,16,"[25, 25, 25, 25, 25, 1]","[1000, 500, 100, 50]",0.4,4,0.02,4191,1.01835130139,0.692925689902,0.693324734483
192,16,"[64, 32, 16, 32, 64, 1]","[1000, 500, 100, 50]",0.4,4,0.02,4192,0.20546821,0.692869684526,0.692803726877
193,16,"[100, 100, 100, 100, 100, 1]","[1000, 500, 100, 50]",0.4,4,0.02,4193,0.062743025,0.693424143961,0.691785810675
194,16,"[32, 20, 16, 32, 10, 1]","[1000, 500, 100, 50]",0.4,4,0.02,4194,0.0208115611111,0.693515126194,0.693290328979
195,16,"[50, 50, 50, 50, 50, 1]","[1000, 500, 100, 50]",0.4,4,0.05,4195,0.0295446777778,0.694008216688,0.692341521808
196,16,"[25, 25, 25, 25, 25, 1]","[1000, 500, 100, 50]",0.4,4,0.05,4196,1.00416176694,0.695159495728,0.694210892064
197,16,"[64, 32, 16, 32, 64, 1]","[1000, 500, 100, 50]",0.4,4,0.05,4197,0.224516529444,0.693733099529,0.692785954475
198,16,"[100, 100, 100, 100, 100, 1]","[1000, 500, 100, 50]",0.4,4,0.05,4198,0.0623394119444,0.694134016548,0.693563929626
199,16,"[32, 20, 16, 32, 10, 1]","[1000, 500, 100, 50]",0.4,4,0.05,4199,0.0201208863889,0.694081676858,0.692783151354
200,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.005,4200,0.0328663686111,0.692004405601,0.691788084166
201,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.005,4201,1.01045601694,0.692217219727,0.691914415359
202,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.005,4202,0.276994373333,0.691368468319,0.691072719438
203,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.005,4203,0.0674813369444,0.689375657695,0.688958999089
204,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.005,4204,0.0262115816667,0.691691015448,0.691590149062
205,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.01,4205,1.11607756917,0.68996885504,0.690538297381
206,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.01,4206,1.02293674333,0.690473687649,0.691269448825
207,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.01,4207,0.252926657778,0.690372897046,0.689626390593
208,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.01,4208,0.0656357558333,0.689617695127,0.687060327189
209,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.01,4209,0.0262650516667,0.689919109004,0.691462618964
210,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.02,4210,0.147402048611,0.690242557866,0.688184125083
211,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.02,4211,0.0528354038889,0.690369439977,0.688917435919
212,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.02,4212,2.22601552361,0.693580013514,0.693135006087
213,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.02,4213,0.241421499722,0.678252031973,0.672880278315
214,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.02,4214,0.0265352908333,0.691729115588,0.690583406176
215,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.05,4215,0.0333265875,0.690465004955,0.690647116729
216,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.05,4216,0.0227049444444,0.68978806138,0.686356224333
217,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.05,4217,1.28431157694,0.693482507127,0.694522169658
218,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.05,4218,0.183973851944,0.690584965263,0.686122703552
219,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.0,4,0.05,4219,0.0264985794444,0.692814566408,0.690743173872
220,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.005,4220,0.0331834844444,0.692045185396,0.692230534554
221,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.005,4221,0.0228297855556,0.692092143638,0.691902075495
222,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.005,4222,0.304840423611,0.691500910691,0.690878355503
223,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.005,4223,0.0642935655556,0.689809619529,0.688285957064
224,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.005,4224,0.0908559622222,0.692369562387,0.691672052656
225,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.01,4225,0.0328538997222,0.688558044604,0.686168912479
226,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.01,4226,0.0227749375,0.689946476902,0.687569958823
227,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.01,4227,2.63742672444,0.692382631983,0.691497703961
228,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.01,4228,0.203421286111,0.686195001432,0.682389606748
229,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.01,4229,0.0297921872222,0.691906343188,0.69306781292
230,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.02,4230,0.0336704472222,0.690925420182,0.687867740222
231,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.02,4231,0.0228443719444,0.692268173184,0.690859462534
232,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.02,4232,1.06323456139,0.693754168919,0.693240244048
233,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.02,4233,0.155930739167,0.684059354237,0.674842333794
234,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.02,4234,0.0270295422222,0.691980150768,0.690859668595
235,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.05,4235,0.0336618722222,0.693385447775,0.691732108593
236,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.05,4236,0.0229191155556,0.68972184062,0.685951456002
237,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.05,4237,1.08440193583,0.693710581745,0.691987085342
238,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.05,4238,0.188583508611,0.683284436805,0.659182744367
239,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.1,4,0.05,4239,0.0268301625,0.693262571948,0.691844146592
240,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.005,4240,0.0333215666667,0.69285705345,0.692812766348
241,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.005,4241,0.308154608056,0.692967110021,0.69306378024
242,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.005,4242,1.06234837667,0.693216913087,0.693062135151
243,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.005,4243,1.17114973083,0.692832239185,0.692963727883
244,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.005,4244,0.0643271638889,0.69255522745,0.691980290413
245,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.01,4245,0.0676115863889,0.692929831573,0.691600114959
246,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.01,4246,0.0230848894444,0.69232593349,0.692433108602
247,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.01,4247,0.100105664444,0.692859623262,0.692219931739
248,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.01,4248,1.06763537222,0.693231034279,0.692529610225
249,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.01,4249,0.0653947094444,0.692607346603,0.692552215712
250,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.02,4250,0.0453418338889,0.692534845216,0.691567075253
251,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.02,4251,0.0231625108333,0.691971078089,0.69203646183
252,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.02,4252,0.0964801975,0.692985043355,0.691010063035
253,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.02,4253,0.199164369444,0.692748860802,0.692654061317
254,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.02,4254,0.0270588019444,0.692654332944,0.691886302403
255,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.05,4255,0.0338529786111,0.693373074702,0.693626238619
256,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.05,4256,0.0232057086111,0.693873580013,0.691726403577
257,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.05,4257,1.09729854028,0.693072221109,0.695548459462
258,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.05,4258,0.177523455278,0.692710844108,0.691497950894
259,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.2,4,0.05,4259,0.0270772375,0.69420535309,0.693781086377
260,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.005,4260,0.0340044180556,0.693170346533,0.692987222331
261,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.005,4261,0.0231224425,0.692496797017,0.692588591576
262,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.005,4262,1.09256623333,0.692998044831,0.692810225487
263,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.005,4263,0.160350267222,0.693064037391,0.692942718097
264,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.005,4264,0.0271684475,0.692755282777,0.692938058717
265,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.01,4265,0.0336255002778,0.692699889626,0.692267833437
266,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.01,4266,0.0235067419444,0.693472815411,0.692550597872
267,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.01,4267,1.09145187361,0.693349182606,0.693264620645
268,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.01,4268,0.0622806219444,0.692770927293,0.692289960384
269,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.01,4269,0.0241324497222,0.693513145617,0.692881335531
270,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.02,4270,0.0655007463889,0.693562802247,0.693048323904
271,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.02,4271,0.0205705138889,0.693328360149,0.692955284459
272,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.02,4272,0.0925880475,0.693710484675,0.693579125404
273,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.02,4273,0.0636190516667,0.69373908639,0.693000531197
274,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.02,4274,0.0245673877778,0.693898550102,0.692502674035
275,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.05,4275,0.0302104272222,0.693933159964,0.692551415307
276,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.05,4276,0.0210378972222,0.694586020708,0.69255219698
277,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.05,4277,0.0914392175,0.693402425732,0.692520734242
278,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.05,4278,0.0622375752778,0.694471871853,0.693557810783
279,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.3,4,0.05,4279,0.0245507716667,0.695209719454,0.692597573144
280,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.005,4280,0.0319521136111,0.692949222667,0.693105133942
281,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.005,4281,0.0209047116667,0.693830052444,0.693024202756
282,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.005,4282,1.10057779083,0.692821514606,0.693264307295
283,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.005,4283,0.169093165833,0.693229550123,0.693142824514
284,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.005,4284,0.0245239461111,0.693283964906,0.693076000895
285,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.01,4285,0.0309195269444,0.693397786788,0.693293455669
286,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.01,4286,0.02089696,0.692144773688,0.693047080721
287,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.01,4287,1.94102201,0.69259299721,0.693130288805
288,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.01,4288,1.03939340694,0.693394594533,0.693477058411
289,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.01,4289,0.0594396488889,0.6923551304,0.693063431127
290,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.02,4290,0.0307556719444,0.693719181844,0.692992605482
291,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.02,4291,0.0209277944444,0.694558612789,0.693477145263
292,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.02,4292,0.0928548483333,0.693854931423,0.692877115522
293,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.02,4293,1.41331313889,0.693965959549,0.693742317813
294,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.02,4294,1.01352407389,0.693742054701,0.693156591484
295,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.05,4295,0.101484859722,0.693713399342,0.693787181377
296,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.05,4296,0.0210451422222,0.694016402108,0.693544091497
297,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.05,4297,0.0946289730556,0.694105876344,0.693129677432
298,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.05,4298,0.0629469216667,0.694981884105,0.692671527181
299,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 500, 100, 50]",0.4,4,0.05,4299,0.0530047080556,0.69230048401,0.696298081534
300,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.005,4300,0.111961827778,0.691282465628,0.693246330534
301,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.005,4301,0.0357189027778,0.691984541076,0.691662727083
302,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.005,4302,0.0974681438889,0.692348510878,0.692228725978
303,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.005,4303,0.063420145,0.691940401282,0.691456730025
304,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.005,4304,1.01694169667,0.692811412471,0.692949458531
305,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.01,4305,0.102240702778,0.692047606196,0.691296720505
306,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.01,4306,0.0290361066667,0.69045612812,0.690101490702
307,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.01,4307,0.0968712369444,0.69162846974,0.691696660859
308,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.01,4308,1.41758498778,0.691626688412,0.690261287349
309,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.01,4309,0.0598723447222,0.691023626498,0.691128165381
310,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.02,4310,0.0743394891667,0.692489158256,0.69047430924
311,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.02,4311,0.0214551319444,0.690396241631,0.689272100585
312,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.02,4312,0.0980395761111,0.692541408539,0.692117779596
313,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.02,4313,1.16306929028,0.693378510645,0.692978143692
314,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.02,4314,0.06008415,0.69104415008,0.68981722423
315,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.05,4315,0.102090075833,0.684108324562,0.677318392481
316,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.05,4316,0.0216567508333,0.694047063589,0.691900430407
317,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.05,4317,1.11763861806,0.692964168957,0.692515911375
318,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.05,4318,0.231061271667,0.693587744236,0.693957829475
319,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 1000, 500, 100, 50]",0.0,4,0.05,4319,0.0604253161111,0.693248840741,0.695201420784
320,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.005,4320,0.103718340278,0.692426017353,0.69197222335
321,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.005,4321,0.0607090497222,0.692821622746,0.692478011336
322,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.005,4322,1.27453748194,0.693154458489,0.693220683507
323,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.005,4323,1.94550533389,0.69327348641,0.692984792164
324,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.005,4324,0.0249319072222,0.692379289865,0.691713694164
325,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.01,4325,0.0308133625,0.692153016159,0.691012893404
326,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.01,4326,0.0225665436111,0.691714426449,0.690263971261
327,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.01,4327,0.0990215291667,0.692121157476,0.692968579701
328,16,"[100, 100, 100, 100, 100, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.01,4328,0.0646242116667,0.692023410116,0.690998463971
329,16,"[32, 20, 16, 32, 10, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.01,4329,0.0248821163889,0.691996044772,0.691733704294
330,16,"[50, 50, 50, 50, 50, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.02,4330,0.0326155841667,0.692370255504,0.692234524659
331,16,"[25, 25, 25, 25, 25, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.02,4331,0.0215949394444,0.692242137875,0.690729590825
332,16,"[64, 32, 16, 32, 64, 1]","[2000, 1000, 1000, 500, 100, 50]",0.1,4,0.02,4332,0.0975959941667,0.693112693514,0.692199872221
